,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
2083,林口區,房地(土地+建物)+車位,新北市林口區民族路９８號八樓,11.08,住,,,1110115,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100413,102.46000000000001,1,2,1,有,有,11030000,138922,坡道平面,36.02,1800000,含裝潢費；含傢俱設備費；,RPQOMLNLLHHGFBF67DA,37.24,2.43,4.2,有,
2084,林口區,房地(土地+建物)+車位,新北市林口區民有街８６號四樓,18.56,商,,,1110225,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040526,240.78000000000003,4,2,2,有,有,24000000,99676,坡道平面,19.17,0,,RPWTMLOLLHHGFBF88DA,132.49,6.98,15.61,有,9.0
2085,新莊區,房地(土地+建物)+車位,新北市新莊區富貴路４７８號九樓,10.43,商,,,1110219,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090110,123.32,0,0,0,無,有,14700000,160736,坡道平面,47.73,2550000,,RPSWMLOLLHHGFBF78DA,41.29,5.43,3.22,有,
2086,新莊區,房地(土地+建物),新北市新莊區龍安路４６２號十三樓,7.37,,,,1110310,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890728,74.94,3,2,2,有,有,4640000,61916,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWQNLPLLHHGFBF78DA,50.81,0.54,6.62,有,
2087,新莊區,房地(土地+建物),新北市新莊區福海街２４巷５號四樓,11.37,住,,,1110306,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870902,92.64000000000001,3,1,2,有,有,9530000,102871,,0.0,0,,RPRNMLPLLHHGFBF87DA,61.2,0.0,8.23,有,
2088,五股區,房地(土地+建物)+車位,新北市五股區芳洲一路８６號十樓,32.15,住,,,1110316,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,190.03,3,2,2,有,有,19480000,114414,坡道平面,56.48,4200000,,RPXQNLSLLHHGFBF56DA,79.79,0.0,8.06,有,
2089,五股區,房地(土地+建物)+車位,新北市五股區芳洲一路６６號六樓,20.66,住,,,1110325,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100716,113.97,2,2,1,有,有,11650000,111396,坡道平面,28.24,2100000,,RPORNLSLLHHGFBF38DA,53.14,0.0,3.32,有,
2090,五股區,房地(土地+建物)+車位,新北市五股區芳洲九路６０號四樓,19.81,住,,,1110313,土地1建物1車位1,四層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041020,131.4,2,2,1,有,有,12350000,93988,坡道平面,32.1,0,,RPPWMLTLLHHGFBF98DA,54.05,3.06,8.01,有,10.0
2092,泰山區,房地(土地+建物)+車位,新北市泰山區仁義路１７１號十樓,10.93,商,,,1110224,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920818,130.01,3,1,2,有,有,14500000,111530,坡道平面,0.0,0,,RPORMLKMLHHGFBF57DA,67.41,2.64,6.95,有,12.0
2096,新莊區,房地(土地+建物),新北市新莊區中和街１５５巷２４弄１３號十三樓,12.68,住,,,1110213,土地1建物1車位0,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820528,94.06,3,2,1,有,有,11680000,124176,,0.0,0,,RPOTMLKMLHHGFBF77DA,54.8,2.65,8.94,有,
2098,新店區,房地(土地+建物)+車位,新北市新店區中央路２２號十五樓,16.77,住,,,1080511,土地1建物1車位1,十五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110207,113.1,2,1,1,有,無,15880000,177141,坡道平面,34.97,2040000,預售屋、或土地及建物分件登記案件；,RPRQMLLJJIGGFCF47DA,44.31,2.37,4.13,有,
2099,新店區,房地(土地+建物)+車位,新北市新店區中央路２０號十八樓,25.85,住,,,1070805,土地1建物1車位2,十八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110207,185.31,3,2,2,有,無,23880000,175782,坡道平面,69.94,3600000,預售屋、或土地及建物分件登記案件；,RPPOMLTLJIGGFCF08DA,66.14,4.21,4.9,有,
2100,新店區,房地(土地+建物)+車位,新北市新店區中央路２２號十四樓,16.77,住,,,1080711,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1110207,113.1,2,1,1,有,無,15800000,177013,坡道平面,34.97,1970000,轉讓：承接價1660萬預售屋、或土地及建物分件登記案件；,RPPNMLQKKIGGFCF67DA,44.31,2.37,4.13,有,
2101,新店區,房地(土地+建物)+車位,新北市新店區中央路１８３號十四樓之５,41.63,,,,1100906,土地3建物1車位1,十四層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,244.78,3,2,3,有,有,39980000,163330,坡道平面,32.29,0,本案拆算土地及建物價格。土地總價:新台幣29985000元整，建物總價:新台幣9995000元整。其他增建；,RPQNMLMLKHHGFCF47DA,128.91,5.33,12.1,有,15.0
2105,新店區,房地(土地+建物)+車位,新北市新店區光明街２２４巷１１號四樓,26.91,商,,,1110317,土地2建物1車位1,四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1050531,276.87,4,2,3,有,有,47880000,189368,坡道平面,34.59,2000000,,RPUNMLRKLHHGFCF38DA,158.16,0.0,13.16,有,17.0
2107,新店區,房地(土地+建物),新北市新店區寶元路一段４２－３號四樓,23.27,住,,,1110306,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900903,115.38,3,2,2,有,有,21450000,185907,,0.0,0,其他增建；,RPWPMLLLLHHGFCF28DA,79.98,0.0,9.02,有,
2114,汐止區,房地(土地+建物),新北市汐止區連興街３４號６樓,11.92,商,,,1101224,土地1建物1車位0,六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850809,144.16,4,2,2,有,有,17400000,120699,,0.0,0,陽台外推；,RPSOMLSKLHHGFDF48DA,97.22,2.25,14.9,有,
2115,汐止區,房地(土地+建物),新北市汐止區新臺五路二段９３號１２樓之４,4.84,住,,,1110228,土地1建物1車位0,十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840824,83.83,2,2,1,有,有,10650000,127043,,0.0,0,,RPSNMLKLLHHGFDF67DA,57.1,1.27,5.54,有,
2116,汐止區,房地(土地+建物),新北市汐止區建成路５７巷６６號十四樓,10.49,商,,,1110227,土地2建物1車位0,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,76.62,4,2,2,有,有,9120000,119029,,0.0,0,陽台外推；夾層；,RPQOMLPLLHHGFDF08DA,52.26,1.25,6.72,有,
2121,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３８０號二十四樓,20.08,商,,,1110128,土地1建物1車位2,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,281.41999999999996,4,2,2,有,有,19610000,73253,坡道平面,51.94,2800000,,RPOOMLSJKHHGFEF97DA,148.81,0.0,8.33,有,
2122,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段３６５號二十七樓,5.82,商,,,1110124,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,91.1,1,1,1,有,有,5800000,69093,坡道平面,25.97,1300000,,RPPOMLSJKHHGFEF08DA,39.05,0.0,5.48,有,
2123,八里區,房地(土地+建物)+車位,新北市八里區中山路一段３１８號三樓,18.94,住,,,1080620,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,119.59,2,2,1,有,有,5880000,52494,坡道平面,31.39,1250000,預售屋、或土地及建物分件登記案件；,RPXRMLPLKHHGFEF09DA,55.74,0.0,3.79,有,
2124,八里區,房地(土地+建物)+車位,新北市八里區中山路一段３０６巷５號八樓,26.98,住,,,1090908,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,158.9,3,2,2,有,有,8800000,58427,坡道平面,31.39,1350000,預售屋、或土地及建物分件登記案件；,RPVPMLSJLHHGFEF88DA,78.61,0.0,7.42,有,
2125,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段４３２號二十一樓,5.19,商,,,1110307,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,83.66999999999999,1,1,1,有,有,5580000,70711,坡道平面,25.97,1500000,,RPUOMLKKLHHGFEF97DA,33.96,0.0,5.48,有,
2126,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段４３６號二十一樓,5.81,商,,,1110307,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080822,90.86,1,1,1,有,有,6080000,70581,坡道平面,25.97,1500000,,RPVOMLKKLHHGFEF08DA,38.92,0.0,5.48,有,
2127,淡水區,房地(土地+建物),新北市淡水區中正東路二段７５號三樓之５,8.04,住,,,1110226,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970711,48.79,0,0,0,無,有,6720000,137733,,0.0,0,,RPOPMLQKLHHGFEF08DA,34.17,0.0,0.0,有,22.0
2128,淡水區,房地(土地+建物),新北市淡水區中正路二段２２巷２２號十八樓,4.8,商,,,1110227,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850217,84.87,2,2,1,有,有,6200000,73053,,0.0,0,,RPQPMLQKLHHGFEF28DA,70.92,0.0,7.39,有,
2129,淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段１００號三樓,19.79,住,,,1110223,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,152.68,3,2,1,有,有,9300000,68107,坡道平面,37.86,1480000,夾層；,RPOQMLRKLHHGFEF28DA,60.57,7.15,3.4,有,23.0
2130,八里區,房地(土地+建物)+車位,新北市八里區中山路一段３０６巷１９號八樓,26.98,住,,,1100427,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,158.01999999999998,3,2,2,有,有,8900000,60017,坡道平面,31.39,1300000,預售屋、或土地及建物分件登記案件；,RPRQMLRKLHHGFEF58DA,75.58,0.0,9.89,有,
2131,八里區,房地(土地+建物)+車位,新北市八里區中山路一段３０６巷１９號九樓,26.98,住,,,1100427,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,158.01999999999998,3,2,2,有,有,8900000,60017,坡道平面,31.39,1300000,預售屋、或土地及建物分件登記案件；,SPRQMLRKLHHGFEF68DA,75.58,0.0,9.89,有,
2132,八里區,房地(土地+建物)+車位,新北市八里區中山路一段３０６巷２３號八樓,26.41,住,,,1100427,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,157.34,3,2,2,有,有,8850000,59944,坡道平面,31.39,1300000,預售屋、或土地及建物分件登記案件；,TPRQMLRKLHHGFEF78DA,75.37,0.0,9.58,有,
2137,淡水區,房地(土地+建物),新北市淡水區水源街二段１７７巷１１６號四樓,17.0,住,,,1110307,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,95.19999999999999,4,2,1,有,有,5280000,55462,,0.0,0,夾層；,RPTQMLSLLHHGFEF98DA,63.69,2.04,11.51,有,
2142,淡水區,房地(土地+建物)+車位,新北市淡水區新民街１２０巷５４號二樓,21.18,都市：其他:住宅區,,,1110301,土地2建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840802,179.56,3,2,2,有,有,10400000,57923,坡道平面,0.0,0,陽台外推；,RPQRMLTLLHHGFEF88DA,134.99,3.78,13.77,有,
2143,淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段３８５號八樓,19.59,住,,,1110125,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070713,136.2,2,2,1,有,有,9650000,70852,坡道平面,26.85,0,,RPRRMLTLLHHGFEF98DA,61.69,7.66,5.17,有,29.0
2144,淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段１９５號十四樓,8.13,商,,,1110228,土地1建物1車位1,十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,123.38,2,1,1,有,有,7700000,62409,坡道平面,30.46,0,,RPOQMLKMLHHGFEF77DA,53.62,1.25,6.95,有,30.0
2145,淡水區,房地(土地+建物)+車位,新北市淡水區新市五路三段３１８號三樓,7.59,商,,,1110130,土地1建物1車位1,三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,114.44,2,1,1,有,有,6600000,57672,坡道平面,30.84,0,,RPTQMLKMLHHGFEF28DA,51.78,0.0,5.35,有,31.0
2146,淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段１０７號七樓,18.53,住,,,1110308,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,125.59,2,2,2,有,有,8500000,75401,坡道平面,30.1,1300000,陽台外推；,RPURMLKMLHHGFEF48DA,56.27,4.83,5.36,有,32.0
2149,三重區,房地(土地+建物),新北市三重區成功路１１０號九樓之二十一,4.3,商,,,1110224,土地3建物1車位0,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860203,82.82000000000001,2,1,1,有,有,11800000,142478,,0.0,0,,RPXNMLNJLHHGFGF58DA,57.43,0.0,3.2,有,33.0
2151,三重區,房地(土地+建物),新北市三重區頂文路５號五樓,9.74,住,,,1090630,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,118.61,2,2,2,有,有,11540000,97294,,0.0,0,110年8月13日讓與金額1154萬元整預售屋、或土地及建物分件登記案件；,RPVRMLSJLHHGFGF66DA,48.85,3.38,4.24,有,
2153,三重區,房地(土地+建物)+車位,新北市三重區元信二街７６號三樓,13.03,住,,,1090315,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110124,104.9,1,1,2,有,有,11450000,125732,坡道平面,29.74,2000000,本標的於110年5月讓渡，讓渡金額不變。預售屋、或土地及建物分件登記案件；,RPXUMLKKLHHGFGF09DA,45.68,0.0,3.45,有,
2154,三重區,房地(土地+建物)+車位,新北市三重區元信二街７６號十樓,13.03,住,,,1090328,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110124,104.9,1,1,2,有,有,11700000,127728,坡道平面,29.74,2100000,預售屋、或土地及建物分件登記案件；,RPTVMLKKLHHGFGF78DA,45.68,0.0,3.45,有,
2155,三重區,房地(土地+建物),新北市三重區頂文路２５號四樓,13.64,住,,,1101002,土地1建物1車位0,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,155.41,3,2,2,有,有,17440000,112219,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRRMLOKLHHGFGF58DA,68.44,6.57,5.73,有,
2158,三重區,房地(土地+建物)+車位,新北市三重區元信二街７６號九樓,13.03,住,,,1090321,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110124,104.9,1,1,2,有,有,11700000,129058,坡道平面,29.74,2000000,預售屋、或土地及建物分件登記案件；,RPUPMLRKLHHGFGF98DA,45.68,0.0,3.45,有,
2159,三重區,房地(土地+建物),新北市三重區頂文路２３號六樓,8.87,住,,,1091212,土地1建物1車位0,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,112.15,2,2,1,有,有,10800000,96300,,0.0,0,預售屋、或土地及建物分件登記案件；,RPROMLSKLHHGFGF68DA,44.55,3.38,4.24,有,
2164,三重區,房地(土地+建物)+車位,新北市三重區頂文路１１號四樓,20.36,住,,,1110123,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,156.11,3,2,2,有,有,21170000,153385,坡道平面,32.76,2250000,,RPUOMLPLLHHGFGF78DA,68.44,7.03,5.73,有,
2165,三重區,房地(土地+建物)+車位,新北市三重區頂文路１３號八樓,15.59,住,,,1091205,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,111.84,2,2,1,有,有,13210000,139226,坡道平面,32.76,2200000,預售屋、或土地及建物分件登記案件；,RPXOMLPLLHHGFGF09DA,44.55,3.38,4.17,有,
2166,三重區,房地(土地+建物)+車位,新北市三重區頂文路１５號五樓,15.59,住,,,1080706,土地1建物1車位1,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101015,112.15,2,2,1,有,有,11400000,124071,坡道平面,32.76,1550000,預售屋、或土地及建物分件登記案件；,RPOPMLPLLHHGFGF28DA,44.55,3.38,4.24,有,
2173,三重區,房地(土地+建物)+車位,新北市三重區集賢路１０１之７號七樓,32.44,住,,,1110213,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980722,197.51,4,2,2,有,有,28000000,141765,坡道平面,31.59,0,,RPRQMLTLLHHGFGF09DA,103.82,3.89,10.87,有,
2175,三重區,房地(土地+建物),新北市三重區新北大道一段１４７號七樓,9.52,都市：其他:住宅區,,,1110217,土地3建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840819,108.27,3,1,2,有,有,11000000,101598,,0.0,0,,RPVPMLKMLHHGFGF58DA,70.46,0.79,10.61,有,
2180,中和區,房地(土地+建物),新北市中和區福祥路６８號六樓之九,4.37,商,,,1110113,土地5建物1車位0,六層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960828,39.39,1,1,1,有,有,6520000,165524,,0.0,0,陽台外推；,RPPQMLPKKHHGFHF38DA,24.24,0.0,4.15,有,42.0
2181,中和區,房地(土地+建物),新北市中和區福祥路９號十三樓之二十八,9.13,商,,,1101118,土地3建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871120,100.6,2,2,1,有,有,14050000,139662,,0.0,0,其他增建；,RPXOMLRJLHHGFHF56DA,56.42,0.0,10.71,有,
2184,中和區,房地(土地+建物),新北市中和區中正路７５３號二樓之五,3.8,住,,,1110301,土地3建物1車位0,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850919,48.379999999999995,1,1,1,有,有,5800000,119884,,0.0,0,陽台外推；其他增建；,RPWQMLRKLHHGFHF76DA,28.26,0.0,4.92,有,
2188,中和區,房地(土地+建物),新北市中和區民德路６３號五樓,11.21,住,,,1110308,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840719,77.79,2,2,1,有,有,10480000,134722,,0.0,0,陽台外推；,RPWRMLNLLHHGFHF56DA,57.41,0.0,7.54,有,
